10/18/2019                                                                                                                                                                               Dynamic List Display                                                                                                                                                                                       1

ECOLAB

Plant:			US10
Insp.lot origin:			03
Lot created on:			09/18/2019 To 10/18/2019
Insp. start date:			/ /
End of Inspection:			/ /
Maximum No. of Hits:			0
Char. filter:			1
Report name:			ZMQMR01A_INSPECTION_REPORT
Run Date :			10/18/2019
By:			Garrett Lowe

	Inspection type	Status		Inspection Lot	Material	Complaint quantity	Complaint quantity Unit	Refer. Object "Order"	Order Quantity delivered	Unit	Batch object	QATM	Short text	 Ok	Result	Unit QM char.	Lower spec.	Upper spec.	Sample Insp.Point	User Inspector	Insp.date Sample	Info field 3	Sample ID	Timestamp
	03			   30000799845	937292			101128587	             14,900.000	KG	5389JE1000	005-F	Titration to pH 8.3		            11.8	ML	            10.2	            13.6	ILM B JS	SCHOPJO	09/24/2019	Titrate 50 ml of a 1% solution using 0.1	        1	22:01:09
	03			   30000799845	937292			101128587	             14,900.000	KG	5389JE1000	005-E	Titration to pH 4.0		            14.1	ML	            13.3	            16.7	ILM B JS	SCHOPJO	09/24/2019	Titrate 50 ml of a 1% solution using 0.1	        1	22:01:09
	03			   30000799845	937292			101128587	             14,900.000	KG	5389JE1000	160-A	Foaming Property Analysis		             400	ML	             350	               0	ILM B JS	SCHOPJO	09/24/2019	200 ml of a 1% solution in 500 ml gradua	        1	22:01:09
	03			   30000799845	937292			101128587	             14,900.000	KG	5389JE1000	024-A	Specific Gravity		           1.166		           1.155	           1.185	ILM B JS	SCHOPJO	09/24/2019	68 deg F	        1	22:01:09
	03			   30000799845	937292			101128587	             14,900.000	KG	5389JE1000	084-A	084-Brookfield Viscosity		              50	mPS	               0	             100	ILM B JS	SCHOPJO	09/24/2019		        1	22:01:09
	03			   30000799845	937292			101128587	             14,900.000	KG	5389JE1000	INFOADJ	INFO Batch Adjustment				               0	               0	ILM B JS	SCHOPJO	09/24/2019		        1	22:01:09
	03			   30000799845	937292			101128587	             14,900.000	KG	5389JE1000	INFOBOQ	INFO BOQ Comments				               0	               0	ILM B JS	SCHOPJO	09/24/2019		        1	22:01:09
	03			   30000799846	937292			101128589	             19,600.000	KG	5389JE1100	INFOBOQ	INFO BOQ Comments				               0	               0	ILM B JS	SCHOPJO	09/23/2019		        1	23:23:54
	03			   30000799846	937292			101128589	             19,600.000	KG	5389JE1100	INFOADJ	INFO Batch Adjustment				               0	               0	ILM B JS	SCHOPJO	09/23/2019		        1	23:23:54
	03			   30000799846	937292			101128589	             19,600.000	KG	5389JE1100	084-A	084-Brookfield Viscosity		              50	mPS	               0	             100	ILM B JS	SCHOPJO	09/23/2019		        1	23:23:54
	03			   30000799846	937292			101128589	             19,600.000	KG	5389JE1100	024-A	Specific Gravity		           1.166		           1.155	           1.185	ILM B JS	SCHOPJO	09/23/2019	68 deg F	        1	23:23:54
	03			   30000799846	937292			101128589	             19,600.000	KG	5389JE1100	160-A	Foaming Property Analysis		             360	ML	             350	               0	ILM B JS	SCHOPJO	09/23/2019	200 ml of a 1% solution in 500 ml gradua	        1	23:23:54
	03			   30000799846	937292			101128589	             19,600.000	KG	5389JE1100	005-E	Titration to pH 4.0		            14.6	ML	            13.3	            16.7	ILM B JS	SCHOPJO	09/23/2019	Titrate 50 ml of a 1% solution using 0.1	        1	23:23:54
	03			   30000799846	937292			101128589	             19,600.000	KG	5389JE1100	005-F	Titration to pH 8.3		            11.4	ML	            10.2	            13.6	ILM B JS	SCHOPJO	09/23/2019	Titrate 50 ml of a 1% solution using 0.1	        1	23:23:54
	03			   30000799846	937292			101128589	             19,600.000	KG	5389JE1100	340-A	Visual		OK		               0	               0	ILM B JS	SCHOPJO	09/23/2019	Appearance of sample in glass vessel.	        1	23:23:54
	03			   30000799846	937292			101128589	             19,600.000	KG	5389JE1100	007-A	Chlorine		             2.5	%	             2.3	             3.0	ILM B JS	SCHOPJO	09/23/2019	%Available chlorine, 100 ml of a 1% solu	        1	23:23:54
	03			   30000799847	937292			101128591	             13,600.000	KG	5389JE1200	007-A	Chlorine		             2.3	%	             2.3	             3.0	ILM B TM	MARTIT1	10/01/2019	%Available chlorine, 100 ml of a 1% solu	        1	12:49:58
	03			   30000799847	937292			101128591	             13,600.000	KG	5389JE1200	340-A	Visual		OK		               0	               0	ILM B TM	MARTIT1	10/01/2019	Appearance of sample in glass vessel.	        1	12:49:58
	03			   30000799847	937292			101128591	             13,600.000	KG	5389JE1200	005-F	Titration to pH 8.3		            12.1	ML	            10.2	            13.6	ILM B TM	MARTIT1	10/01/2019	Titrate 50 ml of a 1% solution using 0.1	        1	12:49:58
	03			   30000799847	937292			101128591	             13,600.000	KG	5389JE1200	005-E	Titration to pH 4.0		            14.7	ML	            13.3	            16.7	ILM B TM	MARTIT1	10/01/2019	Titrate 50 ml of a 1% solution using 0.1	        1	12:49:58
	03			   30000799847	937292			101128591	             13,600.000	KG	5389JE1200	160-A	Foaming Property Analysis		             450	ML	             350	               0	ILM B TM	MARTIT1	10/01/2019	200 ml of a 1% solution in 500 ml gradua	        1	12:49:58
	03			   30000799847	937292			101128591	             13,600.000	KG	5389JE1200	024-A	Specific Gravity		           1.161		           1.155	           1.185	ILM B TM	MARTIT1	10/01/2019	68 deg F	        1	12:49:58
	03			   30000799847	937292			101128591	             13,600.000	KG	5389JE1200	084-A	084-Brookfield Viscosity		              26	mPS	               0	             100	ILM B TM	MARTIT1	10/01/2019		        1	12:49:58
	03			   30000799847	937292			101128591	             13,600.000	KG	5389JE1200	INFOADJ	INFO Batch Adjustment				               0	               0	ILM B TM	MARTIT1	10/01/2019		        1	12:49:58
	03			   30000799847	937292			101128591	             13,600.000	KG	5389JE1200	INFOBOQ	INFO BOQ Comments				               0	               0	ILM B TM	MARTIT1	10/01/2019		        1	12:49:58
	03			   30000799848	922296			101132322	              8,701.741	KG	5389JE1300	INFOADJ	INFO Batch Adjustment				               0	               0	ILM B TM	MARTIT1	10/07/2019		        1	13:04:39
	03			   30000799848	922296			101132322	              8,701.741	KG	5389JE1300	024-A	Specific Gravity		           1.188		           1.185	           1.235	ILM B TM	MARTIT1	10/07/2019	at 68 deg F	        1	13:04:39
	03			   30000799848	922296			101132322	              8,701.741	KG	5389JE1300	160-A	Foaming Property Analysis			ML	               0	               0	ILM B TM	MARTIT1	10/07/2019	Read at 15 seconds	        1	13:04:39
	03			   30000799848	922296			101132322	              8,701.741	KG	5389JE1300	007-A	Chlorine		            3.18	%	            2.85	            3.50	ILM B TM	MARTIT1	10/07/2019	50mL of a 1% soln prepared in a 1L flask	        1	13:04:39
	03			   30000799848	922296			101132322	              8,701.741	KG	5389JE1300	005-F	Titration @ pH 8.3			ML	             6.5	             8.0	ILM B TM	MARTIT1	10/07/2019	25 mL of a 1% soln prepared in a 1L flas	        1	13:04:39
	03			   30000799848	922296			101132322	              8,701.741	KG	5389JE1300	340-A	Visual		OK		               0	               0	ILM B TM	MARTIT1	10/07/2019	Appearance of product in clear colorless	        1	13:04:39
	03			   30000799848	922296			101132322	              8,701.741	KG	5389JE1300	024-A	Specific Gravity				           1.201	           1.224	IP TM	MARTIT1	10/07/2019	In Process QC Sample 1. Only required if	        1	13:04:07
	03			   30000799848	922296			101132322	              8,701.741	KG	5389JE1300	160-A	Foaming Property Analysis			ML	               0	               0	IP TM	MARTIT1	10/07/2019	In Process QC Sample 1. Only required if	        1	13:04:07
	03			   30000799848	922296			101132322	              8,701.741	KG	5389JE1300	005-F	Titration to pH 8.3			ML	            8.93	           10.63	IP TM	MARTIT1	10/07/2019	In Process QC Sample 1. Only required if	        1	13:04:07
	03			   30000799848	922296			101132322	              8,701.741	KG	5389JE1300	340-A	Visual				               0	               0	IP TM	MARTIT1	10/07/2019	In Process QC Sample 1. Only required if	        1	13:04:07
	03			   30000799848	922296			101132322	              8,701.741	KG	5389JE1300	006-C	pH of a 100% Soln				             8.0	             0.0	IP TM	MARTIT1	10/07/2019	In Process QC Sample 1. Only required if	        1	13:04:07
	03			   30000799849	937292			101128583	             19,600.000	KG	5389JE1400	INFOBOQ	INFO BOQ Comments				               0	               0	ILM B TM	MARTIT1	09/21/2019		        1	07:39:08
	03			   30000799849	937292			101128583	             19,600.000	KG	5389JE1400	INFOADJ	INFO Batch Adjustment				               0	               0	ILM B TM	MARTIT1	09/21/2019		        1	07:39:08
	03			   30000799849	937292			101128583	             19,600.000	KG	5389JE1400	084-A	084-Brookfield Viscosity		              19	mPS	               0	             100	ILM B TM	MARTIT1	09/21/2019		        1	07:39:08
	03			   30000799849	937292			101128583	             19,600.000	KG	5389JE1400	024-A	Specific Gravity		           1.167		           1.155	           1.185	ILM B TM	MARTIT1	09/21/2019	68 deg F	        1	07:39:08
	03			   30000799849	937292			101128583	             19,600.000	KG	5389JE1400	160-A	Foaming Property Analysis		             400	ML	             350	               0	ILM B TM	MARTIT1	09/21/2019	200 ml of a 1% solution in 500 ml gradua	        1	07:39:08
	03			   30000799849	937292			101128583	             19,600.000	KG	5389JE1400	005-E	Titration to pH 4.0		            14.7	ML	            13.3	            16.7	ILM B TM	MARTIT1	09/21/2019	Titrate 50 ml of a 1% solution using 0.1	        1	07:39:08
	03			   30000799849	937292			101128583	             19,600.000	KG	5389JE1400	005-F	Titration to pH 8.3		            11.9	ML	            10.2	            13.6	ILM B TM	MARTIT1	09/21/2019	Titrate 50 ml of a 1% solution using 0.1	        1	07:39:08
	03			   30000799849	937292			101128583	             19,600.000	KG	5389JE1400	340-A	Visual		OK		               0	               0	ILM B TM	MARTIT1	09/21/2019	Appearance of sample in glass vessel.	        1	07:39:08
	03			   30000799849	937292			101128583	             19,600.000	KG	5389JE1400	007-A	Chlorine		             2.6	%	             2.3	             3.0	ILM B TM	MARTIT1	09/21/2019	%Available chlorine, 100 ml of a 1% solu	        1	07:39:08
	03			   30000799849	937292			101128583	             19,600.000	KG	5389JE1400	340-A	Visual				               0	               0	IP TM	MARTIT1	09/21/2019	IP QC test to verify composition. Only r	        1	07:38:28
	03			   30000799849	937292			101128583	             19,600.000	KG	5389JE1400	160-A	Foaming Property Analysis			ML	             350	               0	IP TM	MARTIT1	09/21/2019	IP QC test to verify composition. Only r	        1	07:38:28
	03			   30000799849	937292			101128583	             19,600.000	KG	5389JE1400	024-A	Specific Gravity				           1.165	           1.187	IP TM	MARTIT1	09/21/2019	IP QC test to verify composition. Only r	        1	07:38:28
	03			   30000799849	937292			101128583	             19,600.000	KG	5389JE1400	005-E	Titration to pH 4.0			ML	           16.69	           19.32	IP TM	MARTIT1	09/21/2019	IP QC test to verify composition. Only r	        1	07:38:28
	03			   30000799849	937292			101128583	             19,600.000	KG	5389JE1400	005-F	Titration to pH 8.3			ML	           14.64	           17.55	IP TM	MARTIT1	09/21/2019	IP QC test to verify composition. Only r	        1	07:38:28
	03			   30000799849	937292			101128583	             19,600.000	KG	5389JE1400	006-C	pH of a 100% Soln				             8.0	             0.0	IP TM	MARTIT1	09/21/2019	Process Safety In-Process Sample 1 after	        1	07:38:28
	03			   30000800236	930297			101132269	              6,161.998	KG	5389JEF000	340-A	Visual		OK		               0	               0	B ILM CAS	SLABOCH	09/21/2019	Appearance of product in clear, colorles	        1	10:35:09
	03			   30000800236	930297			101132269	              6,161.998	KG	5389JEF000	024-A	Specific Gravity		            1.48		            1.43	            1.53	B ILM CAS	SLABOCH	09/21/2019	Specific Gravity @ 68 deg F	        1	10:35:09
	03			   30000800236	930297			101132269	              6,161.998	KG	5389JEF000	005-F	Titration @ pH 8.3		            10.9	ML	            10.5	            11.5	B ILM CAS	SLABOCH	09/21/2019	10 mL of a 1.0% soln prepared in a 1000	        1	10:35:09
	03			   30000800236	930297			101132269	              6,161.998	KG	5389JEF000	005-E	Titration at pH 4.0		            11.0	ML	            10.7	            11.7	B ILM CAS	SLABOCH	09/21/2019	10 mL of a 1.0% soln prepared in a 1000	        1	10:35:09
	03			   30000800236	930297			101132269	              6,161.998	KG	5389JEF000	INFOBOQ	INFO BOQ Comments				               0	               0	B ILM CAS	SLABOCH	09/21/2019		        1	10:35:09
	03			   30000800237	922277			101132279	              3,963.002	KG	5389JEF100	340-A	Visual		OK		               0	               0	B JZ	ZUKLIJO	09/20/2019	Appearance of product in clear, colorles	        1	20:29:43
	03			   30000800237	922277			101132279	              3,963.002	KG	5389JEF100	005-F	Titration to pH 8.3		            7.45	ML	            6.64	            8.12	B JZ	ZUKLIJO	09/20/2019	10 mL of a 1% soln prepared in a 1000 mL	        1	20:29:43
	03			   30000800237	922277			101132279	              3,963.002	KG	5389JEF100	024-A	Specific Gravity		           1.340		           1.326	           1.376	B JZ	ZUKLIJO	09/20/2019	68 deg F	        1	20:29:43
	03			   30000800237	922277			101132279	              3,963.002	KG	5389JEF100	INFOBOQ	INFO BOQ Comments				               0	               0	B JZ	ZUKLIJO	09/20/2019		        1	20:29:43
	03			   30000800238	943803			101132286	              6,881.151	KG	5389JEF200	INFOBOQ	INFO BOQ Comments				               0	               0	ILM B JJK	KIEPKJA	09/21/2019		        1	02:04:08
	03			   30000800238	943803			101132286	              6,881.151	KG	5389JEF200	INFOADJ	INFO Batch Adjustment				               0	               0	ILM B JJK	KIEPKJA	09/21/2019		        1	02:04:08
	03			   30000800238	943803			101132286	              6,881.151	KG	5389JEF200	024-A	Specific Gravity		           1.518		           1.500	           1.530	ILM B JJK	KIEPKJA	09/21/2019		        1	02:04:08
	03			   30000800238	943803			101132286	              6,881.151	KG	5389JEF200	005-E	Titration at pH 4.0		            12.2	ML	            11.7	            12.8	ILM B JJK	KIEPKJA	09/21/2019	10 mL of a 1% soln prepared in a 1000 mL	        1	02:04:08
	03			   30000800238	943803			101132286	              6,881.151	KG	5389JEF200	463-A	Color Spectrophotometer Delta E				             0.0	             8.0	ILM B JJK	KIEPKJA	09/21/2019	Mode: Transmittance sample preparation:	        1	02:04:08
	03			   30000800238	943803			101132286	              6,881.151	KG	5389JEF200	340-A	Visual		OK		               0	               0	ILM B JJK	KIEPKJA	09/21/2019	Appearance of product in a clear, colorl	        1	02:04:08
	03			   30000800239	943803			101132257	              9,748.297	KG	5389JEF300	340-A	Visual		OK		               0	               0	ILM B NLG	GRIFFNI	09/21/2019	Appearance of product in a clear, colorl	        1	08:46:58
	03			   30000800239	943803			101132257	              9,748.297	KG	5389JEF300	463-A	Color Spectrophotometer Delta E				             0.0	             8.0	ILM B NLG	GRIFFNI	09/21/2019	Mode: Transmittance sample preparation:	        1	08:46:58
	03			   30000800239	943803			101132257	              9,748.297	KG	5389JEF300	005-E	Titration at pH 4.0		            12.2	ML	            11.7	            12.8	ILM B NLG	GRIFFNI	09/21/2019	10 mL of a 1% soln prepared in a 1000 mL	        1	08:46:58
	03			   30000800239	943803			101132257	              9,748.297	KG	5389JEF300	024-A	Specific Gravity		           1.520		           1.500	           1.530	ILM B NLG	GRIFFNI	09/21/2019		        1	08:46:58
	03			   30000800239	943803			101132257	              9,748.297	KG	5389JEF300	INFOADJ	INFO Batch Adjustment				               0	               0	ILM B NLG	GRIFFNI	09/21/2019		        1	08:46:58
	03			   30000800239	943803			101132257	              9,748.297	KG	5389JEF300	INFOBOQ	INFO BOQ Comments				               0	               0	ILM B NLG	GRIFFNI	09/21/2019		        1	08:46:58
	03			   30000800240	913989			101132274	              8,747.350	KG	5389JEF400	340-A	Visual		OK		               0	               0	ILM B TM	MARTIT1	09/21/2019		        1	08:09:45
	03			   30000800240	913989			101132274	              8,747.350	KG	5389JEF400	024-A	Specific Gravity		           1.481		           1.469	           1.513	ILM B TM	MARTIT1	09/21/2019	68 Deg F	        1	08:09:45
	03			   30000800240	913989			101132274	              8,747.350	KG	5389JEF400	005-E	Titration to pH 4.0		            5.68	ML	            5.40	            6.20	ILM B TM	MARTIT1	09/21/2019	5mL of a 1% soln prepared in a 1000mL fl	        1	08:09:45
	03			   30000800241	943803			101132262	              4,587.434	KG	5389JEF500	340-A	Visual		OK		               0	               0	ILM JZ	ZUKLIJO	09/23/2019	Appearance of product in a clear, colorl	        1	00:47:27
	03			   30000800241	943803			101132262	              4,587.434	KG	5389JEF500	463-A	Color Spectrophotometer Delta E				             0.0	             8.0	ILM JZ	ZUKLIJO	09/23/2019	Mode: Transmittance sample preparation:	        1	00:47:27
	03			   30000800241	943803			101132262	              4,587.434	KG	5389JEF500	005-E	Titration at pH 4.0		            12.2	ML	            11.7	            12.8	ILM JZ	ZUKLIJO	09/23/2019	10 mL of a 1% soln prepared in a 1000 mL	        1	00:47:27
	03			   30000800241	943803			101132262	              4,587.434	KG	5389JEF500	024-A	Specific Gravity		           1.524		           1.500	           1.530	ILM JZ	ZUKLIJO	09/23/2019		        1	00:47:27
	03			   30000800241	943803			101132262	              4,587.434	KG	5389JEF500	INFOADJ	INFO Batch Adjustment				               0	               0	ILM JZ	ZUKLIJO	09/23/2019		        1	00:47:27
	03			   30000800241	943803			101132262	              4,587.434	KG	5389JEF500	INFOBOQ	INFO BOQ Comments				               0	               0	ILM JZ	ZUKLIJO	09/23/2019		        1	00:47:27
	03			   30000800242	943803			101132272	             12,615.443	KG	5389JEF600	INFOBOQ	INFO BOQ Comments				               0	               0	ILMBRS JJK	KIEPKJA	09/23/2019		        2	01:17:59
	03			   30000800242	943803			101132272	             12,615.443	KG	5389JEF600	INFOBOQ	INFO BOQ Comments				               0	               0	ILM B JJK	KIEPKJA	09/23/2019		        1	01:09:15
	03			   30000800242	943803			101132272	             12,615.443	KG	5389JEF600	INFOADJ	INFO Batch Adjustment				               0	               0	ILMBRS JJK	KIEPKJA	09/23/2019		        2	01:17:59
	03			   30000800242	943803			101132272	             12,615.443	KG	5389JEF600	INFOADJ	INFO Batch Adjustment				               0	               0	ILM B JJK	KIEPKJA	09/23/2019		        1	01:09:15
	03			   30000800242	943803			101132272	             12,615.443	KG	5389JEF600	024-A	Specific Gravity		           1.520		           1.500	           1.530	ILMBRS JJK	KIEPKJA	09/23/2019		        2	01:17:59
	03			   30000800242	943803			101132272	             12,615.443	KG	5389JEF600	024-A	Specific Gravity		           1.533		           1.500	           1.530	ILM B JJK	KIEPKJA	09/23/2019		        1	01:09:15
	03			   30000800242	943803			101132272	             12,615.443	KG	5389JEF600	005-E	Titration at pH 4.0		            12.4	ML	            11.7	            12.8	ILMBRS JJK	KIEPKJA	09/23/2019	10 mL of a 1% soln prepared in a 1000 mL	        2	01:17:59
	03			   30000800242	943803			101132272	             12,615.443	KG	5389JEF600	005-E	Titration at pH 4.0		            12.4	ML	            11.7	            12.8	ILM B JJK	KIEPKJA	09/23/2019	10 mL of a 1% soln prepared in a 1000 mL	        1	01:09:15
	03			   30000800242	943803			101132272	             12,615.443	KG	5389JEF600	463-A	Color Spectrophotometer Delta E				             0.0	             8.0	ILMBRS JJK	KIEPKJA	09/23/2019	Mode: Transmittance sample preparation:	        2	01:17:59
	03			   30000800242	943803			101132272	             12,615.443	KG	5389JEF600	463-A	Color Spectrophotometer Delta E				             0.0	             8.0	ILM B JJK	KIEPKJA	09/23/2019	Mode: Transmittance sample preparation:	        1	01:09:15
	03			   30000800242	943803			101132272	             12,615.443	KG	5389JEF600	340-A	Visual		OK		               0	               0	ILMBRS JJK	KIEPKJA	09/23/2019	Appearance of product in a clear, colorl	        2	01:17:59
	03			   30000800242	943803			101132272	             12,615.443	KG	5389JEF600	340-A	Visual		OK		               0	               0	ILM B JJK	KIEPKJA	09/23/2019	Appearance of product in a clear, colorl	        1	01:09:15
	03			   30000800243	922336			101132277	              4,727.479	KG	5389JEF700	340-A	Visual		OK		               0	               0	B JJK	KIEPKJA	09/22/2019		        1	20:02:23
	03			   30000800243	922336			101132277	              4,727.479	KG	5389JEF700	005-E	Titration @ pH 4.0		            6.03	ML	            5.55	            6.80	B JJK	KIEPKJA	09/22/2019	10 ml of a 1% solution prepared in a 100	        1	20:02:23
	03			   30000800243	922336			101132277	              4,727.479	KG	5389JEF700	005-F	Titration @ pH 8.3		            6.49	ML	            5.90	            7.30	B JJK	KIEPKJA	09/22/2019	10 ml of a 1% solution prepared in a 100	        1	20:02:23
	03			   30000800243	922336			101132277	              4,727.479	KG	5389JEF700	024-A	Specific Gravity		           1.247		           1.228	           1.268	B JJK	KIEPKJA	09/22/2019	68 deg F	        1	20:02:23
	03			   30000800243	922336			101132277	              4,727.479	KG	5389JEF700	160-A	Foaming Property Analysis		              0	ML	               0	              10	B JJK	KIEPKJA	09/22/2019	Place 200 mls of a 1% solution in a 500	        1	20:02:23
	03			   30000800243	922336			101132277	              4,727.479	KG	5389JEF700	INFOBOQ	INFO BOQ Comments				               0	               0	B JJK	KIEPKJA	09/22/2019		        1	20:02:23
	03			   30000800245	913451			101132291	              8,243.073	KG	5389JEF800	340-A	Visual		OK		               0	               0	B JJK	KIEPKJA	09/22/2019	Appearance in clear, colorless glass ves	        1	20:26:06
	03			   30000800245	913451			101132291	              8,243.073	KG	5389JEF800	005-E	Titration to pH 4.0		             5.6	ML	             4.5	             7.2	B JJK	KIEPKJA	09/22/2019	Titrate 10 ml of a 1% solution using 0.1	        1	20:26:06
	03			   30000800245	913451			101132291	              8,243.073	KG	5389JEF800	005-F	Titration to pH 8.3		             6.1	ML	             4.8	             7.2	B JJK	KIEPKJA	09/22/2019	Titrate 10 ml of a 1% solution using 0.1	        1	20:26:06
	03			   30000800245	913451			101132291	              8,243.073	KG	5389JEF800	024-A	Specific Gravity		          1.2090		          1.1969	          1.2229	B JJK	KIEPKJA	09/22/2019	68 deg F	        1	20:26:06
	03			   30000800245	913451			101132291	              8,243.073	KG	5389JEF800	INFOADJ	INFO Batch Adjustment				               0	               0	B JJK	KIEPKJA	09/22/2019		        1	20:26:06
	03			   30000800245	913451			101132291	              8,243.073	KG	5389JEF800	INFOBOQ	INFO BOQ Comments				               0	               0	B JJK	KIEPKJA	09/22/2019		        1	20:26:06
	03			   30000800247	943803			101132298	             10,321.726	KG	5389JEF900	INFOBOQ	INFO BOQ Comments				               0	               0	ILM JZ	ZUKLIJO	09/23/2019		        1	03:12:08
	03			   30000800247	943803			101132298	             10,321.726	KG	5389JEF900	INFOADJ	INFO Batch Adjustment				               0	               0	ILM JZ	ZUKLIJO	09/23/2019		        1	03:12:08
	03			   30000800247	943803			101132298	             10,321.726	KG	5389JEF900	024-A	Specific Gravity		           1.529		           1.500	           1.530	ILM JZ	ZUKLIJO	09/23/2019		        1	03:12:08
	03			   30000800247	943803			101132298	             10,321.726	KG	5389JEF900	005-E	Titration at pH 4.0		            12.6	ML	            11.7	            12.8	ILM JZ	ZUKLIJO	09/23/2019	10 mL of a 1% soln prepared in a 1000 mL	        1	03:12:08
	03			   30000800247	943803			101132298	             10,321.726	KG	5389JEF900	463-A	Color Spectrophotometer Delta E				             0.0	             8.0	ILM JZ	ZUKLIJO	09/23/2019	Mode: Transmittance sample preparation:	        1	03:12:08
	03			   30000800247	943803			101132298	             10,321.726	KG	5389JEF900	340-A	Visual		OK		               0	               0	ILM JZ	ZUKLIJO	09/23/2019	Appearance of product in a clear, colorl	        1	03:12:08
	03			   30000800248	943803			101132270	             13,188.872	KG	5389JEG000	340-A	Visual		OK		               0	               0	IGNORE ME	KIEPKJA	09/23/2019	Appearance of product in a clear, colorl	        1	04:18:53
	03			   30000800248	943803			101132270	             13,188.872	KG	5389JEG000	340-A	Visual		OK		               0	               0	B GV	VIDMAGF	09/23/2019	Appearance of product in a clear, colorl	        2	08:16:00
	03			   30000800248	943803			101132270	             13,188.872	KG	5389JEG000	463-A	Color Spectrophotometer Delta E				             0.0	             8.0	IGNORE ME	KIEPKJA	09/23/2019	Mode: Transmittance sample preparation:	        1	04:18:53
	03			   30000800248	943803			101132270	             13,188.872	KG	5389JEG000	463-A	Color Spectrophotometer Delta E		             1.0		             0.0	             8.0	B GV	VIDMAGF	09/23/2019	Mode: Transmittance sample preparation:	        2	08:16:00
	03			   30000800248	943803			101132270	             13,188.872	KG	5389JEG000	005-E	Titration at pH 4.0		            12.1	ML	            11.7	            12.8	IGNORE ME	KIEPKJA	09/23/2019	10 mL of a 1% soln prepared in a 1000 mL	        1	04:18:53
	03			   30000800248	943803			101132270	             13,188.872	KG	5389JEG000	005-E	Titration at pH 4.0		            12.1	ML	            11.7	            12.8	B GV	VIDMAGF	09/23/2019	10 mL of a 1% soln prepared in a 1000 mL	        2	08:16:00
	03			   30000800248	943803			101132270	             13,188.872	KG	5389JEG000	024-A	Specific Gravity		           1.517		           1.500	           1.530	IGNORE ME	KIEPKJA	09/23/2019		        1	04:18:53
	03			   30000800248	943803			101132270	             13,188.872	KG	5389JEG000	024-A	Specific Gravity		           1.517		           1.500	           1.530	B GV	VIDMAGF	09/23/2019		        2	08:16:00
	03			   30000800248	943803			101132270	             13,188.872	KG	5389JEG000	INFOADJ	INFO Batch Adjustment				               0	               0	IGNORE ME	KIEPKJA	09/23/2019		        1	04:18:53
	03			   30000800248	943803			101132270	             13,188.872	KG	5389JEG000	INFOADJ	INFO Batch Adjustment				               0	               0	B GV	VIDMAGF	09/23/2019		        2	08:16:00
	03			   30000800248	943803			101132270	             13,188.872	KG	5389JEG000	INFOBOQ	INFO BOQ Comments				               0	               0	IGNORE ME	KIEPKJA	09/23/2019		        1	04:18:53
	03			   30000800248	943803			101132270	             13,188.872	KG	5389JEG000	INFOBOQ	INFO BOQ Comments				               0	               0	B GV	VIDMAGF	09/23/2019		        2	08:16:00
	03			   30000800249	943803			101132275	             10,895.155	KG	5389JEG200	INFOBOQ	INFO BOQ Comments				               0	               0	B ILM CAS	SLABOCH	09/23/2019		        1	12:59:10
	03			   30000800249	943803			101132275	             10,895.155	KG	5389JEG200	INFOADJ	INFO Batch Adjustment				               0	               0	B ILM CAS	SLABOCH	09/23/2019		        1	12:59:10
	03			   30000800249	943803			101132275	             10,895.155	KG	5389JEG200	024-A	Specific Gravity		           1.516		           1.500	           1.530	B ILM CAS	SLABOCH	09/23/2019		        1	12:59:10
	03			   30000800249	943803			101132275	             10,895.155	KG	5389JEG200	005-E	Titration at pH 4.0		            12.2	ML	            11.7	            12.8	B ILM CAS	SLABOCH	09/23/2019	10 mL of a 1% soln prepared in a 1000 mL	        1	12:59:10
	03			   30000800249	943803			101132275	             10,895.155	KG	5389JEG200	463-A	Color Spectrophotometer Delta E				             0.0	             8.0	B ILM CAS	SLABOCH	09/23/2019	Mode: Transmittance sample preparation:	        1	12:59:10
	03			   30000800249	943803			101132275	             10,895.155	KG	5389JEG200	340-A	Visual		OK		               0	               0	B ILM CAS	SLABOCH	09/23/2019	Appearance of product in a clear, colorl	        1	12:59:10
	03			   30000800300	954263			101128617	              7,400.000	KG	5389JE3200	024-A	Specific Gravity		          0.9930		          0.9889	          0.9964	B VV	VARANVA	09/24/2019	68 deg F	        1	03:45:39
	03			   30000800300	954263			101128617	              7,400.000	KG	5389JE3200	024-A	Specific Gravity		          0.9930		          0.9889	          0.9964	RS B VV	VARANVA	09/24/2019	68 deg F	        2	04:37:41
	03			   30000800300	954263			101128617	              7,400.000	KG	5389JE3200	278-A	Quaternary Surfactant Electrode		             7.3	%	             7.5	             7.8	B VV	VARANVA	09/24/2019	25mL of a 1% soln into a 150mL beaker.	        1	03:45:39
	03			   30000800300	954263			101128617	              7,400.000	KG	5389JE3200	278-A	Quaternary Surfactant Electrode		             7.6	%	             7.5	             7.8	RS B VV	VARANVA	09/24/2019	25mL of a 1% soln into a 150mL beaker.	        2	04:37:41
	03			   30000800300	954263			101128617	              7,400.000	KG	5389JE3200	318-A	Quat by Two-Phase Auto Titration			%	             7.5	             7.8	B VV	VARANVA	09/24/2019	15mL of a 1% (w/v) solution into a 150mL	        1	03:45:39
	03			   30000800300	954263			101128617	              7,400.000	KG	5389JE3200	318-A	Quat by Two-Phase Auto Titration			%	             7.5	             7.8	RS B VV	VARANVA	09/24/2019	15mL of a 1% (w/v) solution into a 150mL	        2	04:37:41
